Opening Name	White Wins	Draws	Black Wins	FEN	PGN
Centre Countergambit-Modern Variation-Portuguese Variation-Portuguese Gambit	12598	1411	9862	r2qkb1r/pppnpppp/5n2/1B1P1b2/3P4/5P2/PPP3PP/RNBQK1NR w KQkq - 3 6	1 e4 d5 2 exd5 Nf6 3 d4 Bg4 4 f3 Bf5 5 Bb5+ Nbd7
King's Pawn-Centre Countergambit-Modern Variation-Kadas Gambit	15554	1759	16266	rnbqkb1r/pp3ppp/2P2n2/4p3/3P4/8/PPP2PPP/RNBQKBNR w KQkq - 0 5	1 e4 d5 2 exd5 Nf6 3 d4 c6 4 dxc6 e5
King's Pawn-Centre Countergambit-Modern Variation-Richter Variation	18056	1599	15862	rnbqkb1r/ppp1pp1p/5np1/3P4/3P4/8/PPP2PPP/RNBQKBNR w KQkq - 0 4	1 e4 d5 2 exd5 Nf6 3 d4 g6
Centre Countergambit-Modern Variation-Richter Variation-Wing Gambit	442	39	424	rnbqkb1r/p1p1pp1p/5np1/1p1P4/2PP4/8/PP3PPP/RNBQKBNR w KQkq - 0 5	1 e4 d5 2 exd5 Nf6 3 d4 g6 4 c4 b5
King's Pawn-Centre Countergambit-Modern Variation-Nimzovich Variation	23142	2491	22233	r1bqkb1r/ppp1pppp/2n2n2/3P4/3P4/2N5/PPP2PPP/R1BQKBNR b KQkq - 2 4	1 e4 d5 2 exd5 Nf6 3 d4 Nc6 4 Nc3
King's Pawn-Centre Countergambit-Modern Variation-Marshall Variation	1214999	121153	1084415	rnbqkb1r/ppp1pppp/8/3n4/3P4/8/PPP2PPP/RNBQKBNR w KQkq - 0 4	1 e4 d5 2 exd5 Nf6 3 d4 Nxd5
Centre Countergambit-Modern Variation-Marshall Variation-Kiel Variation	83679	6256	85449	rnbqkb1r/ppp1pppp/8/8/1nPP4/8/PP3PPP/RNBQKBNR w KQkq - 1 5	1 e4 d5 2 exd5 Nf6 3 d4 Nxd5 4 c4 Nb4
Centre Countergambit-Modern Variation-Marshall Variation-Gipslis Variation	340454	33946	290097	rn1qkb1r/ppp1pppp/8/3n4/3P2b1/5N2/PPP2PPP/RNBQKB1R w KQkq - 2 5	1 e4 d5 2 exd5 Nf6 3 d4 Nxd5 4 Nf3 Bg4
Centre Countergambit-Modern Variation-Marshall Variation-Richter Variation	102497	13592	102495	rnbqkb1r/ppp1pp1p/6p1/3n4/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 0 5	1 e4 d5 2 exd5 Nf6 3 d4 Nxd5 4 Nf3 g6
King's Pawn-Centre Countergambit-Mieses-Kotroc/Classical Gambit	43153584	3891569	37249600	rnb1kbnr/ppp1pppp/8/3q4/8/8/PPPP1PPP/RNBQKBNR w KQkq - 0 3	1 e4 d5 2 exd5 Qxd5
King's Pawn-Centre Countergambit-Mieses-Kotroc Gambit-Main Lines	9209699	817134	9140403	rnb1kbnr/ppp1pppp/8/q7/8/2N5/PPPP1PPP/R1BQKBNR w KQkq - 2 4	1 e4 d5 2 exd5 Qxd5 3 Nc3 Qa5
Centre Countergambit-Mieses-Kotroc Gambit-Main Lines-Leonhardt/Kortc Gambit	354101	20769	257412	rnb1kbnr/ppp1pppp/8/q7/1P6/2N5/P1PP1PPP/R1BQKBNR b KQkq - 0 4	1 e4 d5 2 exd5 Qxd5 3 Nc3 Qa5 4 b4
King's Pawn-Centre Countergambit-Anderssen Counterattack	172601	13528	135012	rnb1kbnr/ppp2ppp/8/q3p3/3P4/2N5/PPP2PPP/R1BQKBNR w KQkq - 0 5	1 e4 d5 2 exd5 Qxd5 3 Nc3 Qa5 4 d4 e5
King's Pawn-Centre Countergambit-Anderssen Counterattack-Orthodox Attack	7359	821	8744	r1b1k1nr/ppp2ppp/2n5/q3P3/1b6/2N2N2/PPPB1PPP/R2QKB1R b KQkq - 4 7	1 e4 d5 2 exd5 Qxd5 3 Nc3 Qa5 4 d4 e5 5 dxe5 Bb4 6 Bd2 Nc6 7 Nf3
King's Pawn-Centre Countergambit-Anderssen Counterattack-G teborg System	81640	5216	58561	rnb1kbnr/ppp2ppp/8/q3p3/3P4/2N2N2/PPP2PPP/R1BQKB1R b KQkq - 1 5	
Centre Countergambit-Anderssen Counterattack-Goteborg System-Collijn Variation	15392	1024	12018	rn2kbnr/ppp2ppp/8/q3p3/3P2b1/2N2N2/PPP2PPP/R1BQKB1R w KQkq - 2 6	1 e4 d5 2 exd5 Qxd5 3 Nc3 Qa5 4 d4 e5 5 Nf3 Bg4
Centre Countergambit-Mieses-Kotroc Gambit-Main Lines-Mieses Variation	1272786	119936	1308227	rnb1kb1r/ppp1pppp/5n2/q7/3P4/2N5/PPP2PPP/R1BQKBNR w KQkq - 1 5	1 e4 d5 2 exd5 Qxd5 3 Nc3 Qa5 4 d4 Nf6
King's Pawn-Centre Countergambit-Mieses Variation-Classical Variation	135142	14326	136281	rn2kb1r/ppp1pppp/5n2/q4b2/3P4/2N2N2/PPP2PPP/R1BQKB1R w KQkq - 3 6	1 e4 d5 2 exd5 Qxd5 3 Nc3 Qa5 4 d4 Nf6 5 Nf3 Bf5
Centre Countergambit-Mieses Variation-Classical Variation-Grünfeld Variation	5494	484	3518	rn2kb1r/pp2pppp/2p2n2/q3Nb2/3P2P1/2N5/PPP2P1P/R1BQKB1R b KQkq - 0 7	1 e4 d5 2 exd5 Qxd5 3 Nc3 Qa5 4 d4 Nf6 5 Nf3 Bf5 6 Ne5 c6 7 g4
King's Pawn-Centre Countergambit-Mieses Variation-Lasker Variation	463397	44152	494058	rn2kb1r/ppp1pppp/5n2/q7/3P2b1/2N2N2/PPP2PPP/R1BQKB1R w KQkq - 3 6	1 e4 d5 2 exd5 Qxd5 3 Nc3 Qa5 4 d4 Nf6 5 Nf3 Bg4 (6 h3)
King's Pawn-Centre Countergambit-Pytel-Wade/Gubinsky-Melts/Schiller Defence	2686188	266175	2476757	rnb1kbnr/ppp1pppp/3q4/8/8/2N5/PPPP1PPP/R1BQKBNR w KQkq - 2 4	1 e4 d5 2 exd5 Qxd5 3 Nc3 Qd6
King's Pawn-Centre Countergambit-Gubinsky-Melts Defence-Schiller-Pytel Variation	129369	15318	122486	rnb1kbnr/pp2pppp/2pq4/8/3P4/2N5/PPP2PPP/R1BQKBNR w KQkq - 0 5	1 e4 d5 2 exd5 Qxd5 3 Nc3 Qd6 4 d4 c6
Centre Countergambit-Gubinsky-Melts Defence-Schiller-Pytel Variation-Modern Variation	1404	176	1552	rn2kb1r/pp2pppp/2p2n2/5b2/1qBP1B2/2N5/PPP1NPPP/R2QK2R w KQkq - 6 8	1 e4 d5 2 exd5 Qxd5 3 Nc3 Qd6 4 d4 c6 5 Bc4 Nf6 6 Nge2 Bf5 7 Bf4 Qb4
King's Pawn-Centre Countergambit-Pytel-Wade Variation-Bronstein Variation	156594	19749	167491	rnb1kb1r/1pp1pppp/p2q1n2/8/3P4/2N2N2/PPP2PPP/R1BQKB1R w KQkq - 0 6	1 e4 d5 2 exd5 Qxd5 3 Nc3 Qd6 4 d4 Nf6 5 Nf3 a6
King's Pawn-Centre Countergambit-Mieses-Kotroc Gambit-Vi oles Variation	10751368	1038550	9206626	rnbqkbnr/ppp1pppp/8/8/8/2N5/PPPP1PPP/R1BQKBNR w KQkq - 2 4	
King's Pawn-Pirc Defence	30824015	2763227	29024659	rnbqkbnr/ppp1pppp/3p4/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2	1 e4 d6
King's Pawn-Pirc Defence-Maroczy Defence	3365207	332474	2692514	rnbqkbnr/ppp2ppp/3p4/4p3/3PP3/8/PPP2PPP/RNBQKBNR w KQkq - 0 3	1 e4 d6 2 d4 e5
King's Pawn-Pirc Defence-Small Centre Defence	3815066	295745	3122832	rnbqkbnr/ppp2ppp/3pp3/8/3PP3/8/PPP2PPP/RNBQKBNR w KQkq - 0 3	1 e4 d6 2 d4 e6
King's Pawn-Pirc Defence-Balogh Defence	244682	18689	196712	rnbqkbnr/ppp1p1pp/3p4/5p2/3PP3/8/PPP2PPP/RNBQKBNR w KQkq - 0 3	1 e4 d6 2 d4 f5
King's Pawn-Pirc Defence-Antal Defence	881737	70706	834490	r1bqkbnr/pppnpppp/3p4/8/3PP3/8/PPP2PPP/RNBQKBNR w KQkq - 1 3	1 e4 d6 2 d4 Nd7
King's Pawn-Pirc Defence-Lion Defence-Lion's Jaw Variation	333932	33342	340124	rnbqkb1r/ppp1pppp/3p1n2/8/3PP3/5P2/PPP3PP/RNBQKBNR b KQkq - 0 3	1 e4 d6 2 d4 Nf6 3 f3
King's Pawn-Pirc Defence-Ufimtsev-Pytel/Czech Defence	1024440	91907	965487	rnbqkb1r/pp2pppp/2pp1n2/8/3PP3/2N5/PPP2PPP/R1BQKBNR w KQkq - 0 4	1 e4 d6 2 d4 Nf6 3 Nc3 c6
King's Pawn-Pirc Defence-Kholmov System	347755	30698	327469	rnbqkb1r/ppp1pp1p/3p1np1/8/2BPP3/2N5/PPP2PPP/R1BQK1NR b KQkq - 1 4	1 e4 d6 2 d4 Nf6 3 Nc3 g6 4 Bc4
King's Pawn-Pirc Defence-Classical Variation	111839	10129	93415	rnbqkb1r/ppp1pp1p/3p1np1/8/3PP3/2N5/PPP1BPPP/R1BQK1NR b KQkq - 1 4	1 e4 d6 2 d4 Nf6 3 Nc3 g6 4 Be2
King's Pawn-Pirc Defence-Classical Variation-Chinese Variation	24390	1792	17301	rnbqk2r/ppp1ppbp/3p1np1/8/3PP1P1/2N5/PPP1BP1P/R1BQK1NR b KQkq - 0 5	1 e4 d6 2 d4 Nf6 3 Nc3 g6 4 Be2 Bg7 5 g4
King's Pawn-Pirc Defence-Classical Variation-Bayonet/Mariotti Attack	48490	4127	36775	rnbqk2r/ppp1ppbp/3p1np1/8/3PP2P/2N5/PPP1BPP1/R1BQK1NR b KQkq - 0 5	1 e4 d6 2 d4 Nf6 3 Nc3 g6 4 Be2 Bg7 5 h4
King's Pawn-Pirc Defence-Sveshnikov-Jansa Attack	6563	716	5421	rnbqkb1r/pp2pp1p/2pp1np1/8/3PP3/2N1B2P/PPP2PP1/R2QKBNR b KQkq - 0 5	1 e4 d6 2 d4 Nf6 3 Nc3 g6 4 Be3 c6 5 h3
King's Pawn-Pirc Defence-150 Attack	22699	2262	22703	rnbqkb1r/pp2pp1p/2pp1np1/8/3PP3/2N1B3/PPPQ1PPP/R3KBNR b KQkq - 1 5	1 e4 d6 2 d4 Nf6 3 Nc3 g6 4 Be3 c6 5 Qd2
King's Pawn-Pirc Defence-Byrne Variation	780506	65221	672085	rnbqkb1r/ppp1pp1p/3p1np1/6B1/3PP3/2N5/PPP2PPP/R2QKBNR b KQkq - 1 4	1 e4 d6 2 d4 Nf6 3 Nc3 g6 4 Bg5
King's Pawn-Pirc Defence-Austrian Attack	739390	69176	634362	rnbqkb1r/ppp1pp1p/3p1np1/8/3PPP2/2N5/PPP3PP/R1BQKBNR b KQkq - 0 4	1 e4 d6 2 d4 Nf6 3 Nc3 g6 4 f4
King's Pawn-Pirc Defence-Austrian Attack-Ljubojevic Variation	40271	3258	36972	rnbqk2r/ppp1ppbp/3p1np1/8/2BPPP2/2N5/PPP3PP/R1BQK1NR b KQkq - 2 5	1 e4 d6 2 d4 Nf6 3 Nc3 g6 4 f4 Bg7 5 Bc4
King's Pawn-Pirc Defence-Austrian Attack-Weiss Variation	210342	20982	188977	rnbq1rk1/ppp1ppbp/3p1np1/8/3PPP2/2NB1N2/PPP3PP/R1BQK2R b KQ - 4 6	1 e4 d6 2 d4 Nf6 3 Nc3 g6 4 f4 Bg7 5 Nf3 0-0 6 Bd3
King's Pawn-Pirc Defence-Austrian Attack-Kurajica Variation	55805	4934	51252	rnbq1rk1/ppp1ppbp/3p1np1/8/3PPP2/2N1BN2/PPP3PP/R2QKB1R b KQ - 4 6	1 e4 d6 2 d4 Nf6 3 Nc3 g6 4 f4 Bg7 5 Nf3 0-0 6 Be3
King's Pawn-Pirc Defence-Austrian Attack-Unzicker Attack	119202	11172	88178	rnbq1rk1/ppp1ppbp/3p1np1/4P3/3P1P2/2N2N2/PPP3PP/R1BQKB1R b KQ - 0 6	1 e4 d6 2 d4 Nf6 3 Nc3 g6 4 f4 Bg7 5 Nf3 0-0 6 e5
Pirc Defence-Austrian Attack-Unzicker Attack-Bronstein Variation	14073	867	7727	rnbq1rk1/pppnppbp/3p2p1/4P3/3P1P1P/2N2N2/PPP3P1/R1BQKB1R b KQ - 0 7	1 e4 d6 2 d4 Nf6 3 Nc3 g6 4 f4 Bg7 5 Nf3 0-0 6 e5 Nfd7 7 h4
King's Pawn-Pirc Defence-Austrian Attack-Dragon Formation	85404	10475	85008	rnbqk2r/pp2ppbp/3p1np1/2p5/3PPP2/2N2N2/PPP3PP/R1BQKB1R w KQkq - 0 6	1 e4 d6 2 d4 Nf6 3 Nc3 g6 4 f4 Bg7 5 Nf3 c5
King's Pawn-Pirc Defence-Sveshnikov System	53782	6572	48611	rnbqkb1r/ppp1pp1p/3p1np1/8/3PP3/2N3P1/PPP2P1P/R1BQKBNR b KQkq - 0 4	1 e4 d6 2 d4 Nf6 3 Nc3 g6 4 g3
King's Pawn-Pirc Defence-Classical/2 Knights System	2309787	237250	2253989	rnbqkb1r/ppp1pp1p/3p1np1/8/3PP3/2N2N2/PPP2PPP/R1BQKB1R b KQkq - 1 4	1 e4 d6 2 d4 Nf6 3 Nc3 g6 4 Nf3
King's Pawn-Pirc Defence-Classical Variation-2 Knights System	3475960	356329	3390604	rnbqk2r/ppp1ppbp/3p1np1/8/3PP3/2N2N2/PPP2PPP/R1BQKB1R w KQkq - 2 5	1 e4 d6 2 d4 Nf6 3 Nc3 g6 4 Nf3 Bg7
Pirc Defence-Classical Variation-2 Knights System-Quiet System	318638	38044	283908	rnbqk2r/ppp1ppbp/3p1np1/8/3PP3/2N2N2/PPP1BPPP/R1BQK2R b KQkq - 3 5	1 e4 d6 2 d4 Nf6 3 Nc3 g6 4 Nf3 Bg7 5 Be2
Pirc Defence-2 Knights System-Quiet System-Parma Defence	37922	5017	33408	rn1q1rk1/ppp1ppbp/3p1np1/8/3PP1b1/2N2N2/PPP1BPPP/R1BQ1RK1 w - - 6 7	1 e4 d6 2 d4 Nf6 3 Nc3 g6 4 Nf3 Bg7 5 Be2 0-0 6 0-0 Bg4
Pirc Defence-2 Knights System-Quiet System-Czech Defence	46620	5892	42105	rnbq1rk1/pp2ppbp/2pp1np1/8/3PP3/2N2N2/PPP1BPPP/R1BQ1RK1 w - - 0 7	1 e4 d6 2 d4 Nf6 3 Nc3 g6 4 Nf3 Bg7 5 Be2 0-0 6 0-0 c6
Pirc Defence-2 Knights System-Quiet System-Chigorin Line	47510	6279	45624	r1bq1rk1/ppp1ppbp/2np1np1/8/3PP3/2N2N2/PPP1BPPP/R1BQ1RK1 w - - 6 7	1 e4 d6 2 d4 Nf6 3 Nc3 g6 4 Nf3 Bg7 5 Be2 0-0 6 0-0 Nc6
King's Pawn-Pirc Defence-2 Knights System-Schlechter Variation	396717	41115	356235	rnbqk2r/ppp1ppbp/3p1np1/8/3PP3/2N2N1P/PPP2PP1/R1BQKB1R b KQkq - 0 5	1 e4 d6 2 d4 Nf6 3 Nc3 g6 4 Nf3 Bg7 5 h3
King's Pawn-Pirc Defence-Lion Defence-Anti-Philidor Variation	147548	14637	129852	r1bqkb1r/pppnpppp/3p1n2/8/3PPP2/2N5/PPP3PP/R1BQKBNR b KQkq - 0 4	1 e4 d6 2 d4 Nf6 3 Nc3 Nbd7 4 f4
Pirc Defence-Lion Defence-Anti-Philidor Variation-Lion's Cave/Jansen Variation	113544	12395	105971	r1bqkb1r/pppn1ppp/3p1n2/4p3/3PPP2/2N5/PPP3PP/R1BQKBNR w KQkq - 0 5	1 e4 d6 2 d4 Nf6 3 Nc3 Nbd7 4 f4 e5
Pirc Defence-Anti-Philidor Variation-Lion's Cave Variation-Lion's Claw Gambit	1720	181	2438	r1bqkb1r/pp1n1ppp/2p2n2/3p4/2BQPP2/2N2N2/PPP3PP/R1B1K2R w KQkq - 0 8	1 e4 d6 2 d4 Nf6 3 Nc3 Nbd7 4 f4 e5 5 Nf3 exd4 6 Qxd4 c6 7 Bc4 d5
King's Pawn-Pirc Defence-Lion Defence-Bayonet Attack	8493	681	5356	r1bqkb1r/pppnpppp/3p1n2/8/3PP1P1/2N5/PPP2P1P/R1BQKBNR b KQkq - 0 4	1 e4 d6 2 d4 Nf6 3 Nc3 Nbd7 4 g4
King's Pawn-Pirc Defence-Roscher Gambit	348119	31981	397237	rnbqkb1r/ppp1pppp/3p1n2/8/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq - 2 3	1 e4 d6 2 d4 Nf6 3 Nf3
King's Pawn-Pirc Defence-Harmonist Variation	1484941	108053	1346134	rnbqkbnr/ppp1pppp/3p4/8/4PP2/8/PPPP2PP/RNBQKBNR b KQkq - 0 2	1 e4 d6 2 f4
King's Pawn-Pirc Defence-Harmonist Variation-Fuller Gambit	1097	108	1175	rnbqkb1r/ppp1pppp/5n2/3P4/5P2/8/PPPP2PP/RNBQKBNR w KQkq - 1 4	1 e4 d6 2 f4 d5 3 exd5 Nf6
King's Pawn-Pirc Defence-Spike Attack	8380	1204	10756	rnbqkbnr/ppp1pppp/3p4/8/4P1P1/8/PPPP1P1P/RNBQKBNR b KQkq - 0 2	1 e4 d6 2 g4
King's Pawn-Pirc Defence-Petruccioli Attack	12420	1511	13330	rnbqkbnr/ppp1pppp/3p4/8/4P2P/8/PPPP1PP1/RNBQKBNR b KQkq - 0 2	1 e4 d6 2 h4
King's Pawn - Open Game	448670876	36416248	393947433	rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2	1 e4 e5
King's Pawn-Mengarini's Variation	690214	57743	694936	rnbqkbnr/pppp1ppp/8/4p3/4P3/P7/1PPP1PPP/RNBQKBNR b KQkq - 0 2	1 e4 e5 2 a3
King's Pawn-Bednikova/Czyzewski Opening	880307	74988	988509	rnbqkbnr/pppp1ppp/8/4p3/4P3/1P6/P1PP1PPP/RNBQKBNR b KQkq - 0 2	1 e4 e5 2 b3
King's Pawn-Portuguese Opening	538305	59802	719661	rnbqkbnr/pppp1ppp/8/1B2p3/4P3/8/PPPP1PPP/RNBQK1NR b KQkq - 1 2	1 e4 e5 2 Bb5
King's Pawn-Portuguese Opening-Miguel Gambit	133	23	402	rnbqk1nr/pppp1ppp/8/1Bb1p3/1P2P3/8/P1PP1PPP/RNBQK1NR b KQkq - 0 3	1 e4 e5 2 Bb5 Bc5 3 b4
King's Pawn-Portuguese Opening-Portuguese Gambit	5579	583	7911	rnbqkb1r/pppp1ppp/5n2/1B2p3/3PP3/8/PPP2PPP/RNBQK1NR b KQkq - 0 3	1 e4 e5 2 Bb5 Nf6 3 d4
King's Pawn-King's Bishop Opening	47890485	3656728	42284005	rnbqkbnr/pppp1ppp/8/4p3/2B1P3/8/PPPP1PPP/RNBQK1NR b KQkq - 1 2	1 e4 e5 2 Bc4
King's Pawn-King's Bishop Opening-Anderssen Gambit	18353	1239	14230	rnbqkbnr/p2p1ppp/2p5/1B2p3/4P3/8/PPPP1PPP/RNBQK1NR w KQkq - 0 4	1 e4 e5 2 Bc4 b5 3 Bxb5 c6
King's Pawn-King's Bishop Opening-Thorold Gambit	221	15	254	rnbqkbnr/p1pp2pp/8/1B2pp2/4P3/8/PPPP1PPP/RNBQK1NR w KQkq - 0 4	1 e4 e5 2 Bc4 b5 3 Bxb5 f5
King's Pawn-King's Bishop Opening-Classical/Boi Defence	6037929	456605	5038995	rnbqk1nr/pppp1ppp/8/2b1p3/2B1P3/8/PPPP1PPP/RNBQK1NR w KQkq - 2 3	1 e4 e5 2 Bc4 Bc5
King's Pawn-King's Bishop Opening-Classical Defence-Wing/MacDonnell Gambit	15508	906	12863	rnbqk1nr/pppp1ppp/8/2b1p3/1PB1P3/8/P1PP1PPP/RNBQK1NR b KQkq - 0 3	1 e4 e5 2 Bc4 Bc5 3 b4
King's Bishop Opening-Classical Defence-Wing Gambit-LaBourdonnais-Denker Gambit	8828	482	6888	rnbqk1nr/pppp1ppp/8/4p3/1bB1P3/2P5/P2P1PPP/RNBQK1NR b KQkq - 0 4	1 e4 e5 2 Bc4 Bc5 3 b4 Bxb4 4 c3
King's Bishop Opening-Classical Defence-Wing Gambit-MacDonnell/McDonnell Double Gambit	671	40	534	rnbqk1nr/pppp1ppp/8/4p3/1bB1PP2/8/P1PP2PP/RNBQK1NR b KQkq - 0 4	1 e4 e5 2 Bc4 Bc5 3 b4 Bxb4 4 f4
King's Bishop Opening-Wing Gambit-MacDonnell Double Gambit-4 Pawns' Gambit	7	1	10	rnbqk1nr/pppp1ppp/8/8/2BPP2b/5N2/P1P4p/RNBQ1R1K b kq - 1 9	1 e4 e5 2 Bc4 Bc5 3 b4 Bxb4 4 f4 exf4 5 Nf3 Be7 6 d4 Bh4+ 7 g3 fxg3 8 0-0 gxh2+ 9 Kh1
King's Pawn-King's Bishop Opening-Classical Defence-Philidor Variation	215943	15421	195850	rnbqk1nr/pppp1ppp/8/2b1p3/2B1P3/2P5/PP1P1PPP/RNBQK1NR b KQkq - 0 3	1 e4 e5 2 Bc4 Bc5 3 c3
King's Bishop Opening-Classical Defence-Philidor Variation-Lewis Countergambit	1054	77	1327	rnbqk1nr/ppp2ppp/8/2bpp3/2B1P3/2P5/PP1P1PPP/RNBQK1NR w KQkq - 0 4	1 e4 e5 2 Bc4 Bc5 3 c3 d5
King's Bishop Opening-Philidor Variation-Lewis Countergambit-Walker Variation	65	3	49	rnbqk2r/ppp2ppp/5n2/2bBp3/3PP3/2P5/PP3PPP/RNBQK1NR b KQkq - 0 5	1 e4 e5 2 Bc4 Bc5 3 c3 d5 4 Bxd5 Nf6 5 d4
King's Bishop Opening-Classical Defence-Philidor Variation-Pratt Variation	2	1	2	rnbq1rk1/ppp2ppp/5P2/2b4Q/2pp4/2P5/PP3PPP/RNB1K1NR w KQ - 2 8	1 e4 e5 2 Bc4 Bc5 3 c3 Nf6 4 d4 exd4 5 e5 d5 6 exf6 dxc4 7 Qh5 0-0
King's Bishop Opening-Classical Defence-Philidor Variation-del Rio Variation	764	49	665	rnb1k1nr/pppp1ppp/8/2b1p1q1/2B1P3/2P5/PP1P1PPP/RNBQK1NR w KQkq - 1 4	1 e4 e5 2 Bc4 Bc5 3 c3 Qg5
King's Pawn-King's Bishop Opening-Classical Defence-Lewis Gambit	258055	14356	160636	rnbqk1nr/pppp1ppp/8/2b1p3/2BPP3/8/PPP2PPP/RNBQK1NR b KQkq - 0 3	1 e4 e5 2 Bc4 Bc5 3 d4
King's Pawn-King's Bishop Opening-Classical Defence-Stein Gambit	59533	3303	54050	rnbqk1nr/pppp1ppp/8/2b1p3/2B1PP2/8/PPPP2PP/RNBQK1NR b KQkq - 0 3	1 e4 e5 2 Bc4 Bc5 3 f4
King's Pawn-King's Bishop Opening-Classical Defence-Petrov Variation	1060	65	785	rnb1k1nr/ppp1qppp/3p4/2b1p3/2BPP3/2P2N2/PP3PPP/RNBQK2R b KQkq - 0 5	1 e4 e5 2 Bc4 Bc5 3 Nf3 d6 4 c3 Qe7 5 d4
King's Pawn-King's Bishop Opening-Classical Defence-Lopez Variation	13359	1119	14293	rnbqk1nr/pppp1ppp/8/2b1p3/2B1P3/8/PPPPQPPP/RNB1K1NR b KQkq - 3 3	1 e4 e5 2 Bc4 Bc5 3 Qe2
King's Bishop Opening-Classical Defence-Lopez Variation-L pez Gambit	721	42	607	r1bqk2r/pppp1ppp/2n2n2/2b1p3/2B1PP2/2P5/PP1PQ1PP/RNB1K1NR b KQkq - 0 5	
King's Bishop Opening-Classical Defence-Lopez Variation-Lopez Gambit	329	18	326	rnbqk2r/pppp1ppp/5n2/2b1p3/2B1PP2/8/PPPPQ1PP/RNB1K1NR b KQkq - 0 4	1 e4 e5 2 Bc4 Bc5 3 Qe2 Nf6 4 f4
King's Pawn-King's Bishop Opening-Philidor Counterattack	1439195	103335	1236459	rnbqkbnr/pp1p1ppp/2p5/4p3/2B1P3/8/PPPP1PPP/RNBQK1NR w KQkq - 0 3	1 e4 e5 2 Bc4 c6
King's Pawn-King's Bishop Opening-Philidor Counterattack-Lisitsyn/Lisitsin Variation	482	44	443	r2qkbnr/pp3ppp/8/3pn3/8/8/PPP1NPPP/RNBQK2R b KQkq - 1 8	1 e4 e5 2 Bc4 c6 3 d4 d5 4 exd5 cxd5 5 Bb5+ Bd7 6 Bxd7+ Nxd7 7 dxe5 Nxe5 8 Ne2
King's Pawn-King's Bishop Opening-Khan Gambit	334378	22119	221401	rnbqkbnr/ppp2ppp/8/3pp3/2B1P3/8/PPPP1PPP/RNBQK1NR w KQkq - 0 3	1 e4 e5 2 Bc4 d5
King's Pawn-King's Bishop Opening-Calabrese/Calabrian Countergambit	357838	21352	340465	rnbqkbnr/pppp2pp/8/4pp2/2B1P3/8/PPPP1PPP/RNBQK1NR w KQkq - 0 3	1 e4 e5 2 Bc4 f5
King's Pawn-King's Bishop Opening-Calabrese Countergambit-Jaenisch Variation	50979	3262	44264	rnbqkbnr/pppp2pp/8/4pp2/2B1P3/3P4/PPP2PPP/RNBQK1NR b KQkq - 0 3	1 e4 e5 2 Bc4 f5 3 d3
King's Pawn-King's Bishop Opening-Berlin Defence	17078735	1286921	15347720	rnbqkb1r/pppp1ppp/5n2/4p3/2B1P3/8/PPPP1PPP/RNBQK1NR w KQkq - 2 3	1 e4 e5 2 Bc4 Nf6
King's Pawn-King's Bishop Opening-Berlin Defence-Spielmann Attack	939728	71603	773261	rnbqk2r/pppp1ppp/5n2/2b1p3/2B1P3/2NP4/PPP2PPP/R1BQK1NR b KQkq - 2 4	1 e4 e5 2 Bc4 Nf6 3 d3 Bc5 4 Nc3
King's Pawn-King's Bishop Opening-Berlin Defence-Kitchener Folly	29482	2272	25427	rnbq1rk1/ppppbppp/5n2/4p3/2B1P3/3P1N2/PPP2PPP/RNBQK2R w KQ - 3 5	1 e4 e5 2 Bc4 Nf6 3 d3 Be7 4 Nf3 0-0
King's Pawn-King's Bishop Opening-Berlin Defence-Vienna Hybrid	1952828	166032	1651507	r1bqkb1r/pppp1ppp/2n2n2/4p3/2B1P3/2NP4/PPP2PPP/R1BQK1NR b KQkq - 2 4	1 e4 e5 2 Bc4 Nf6 3 d3 Nc6 4 Nc3
King's Bishop Opening-Berlin Defence-Vienna Hybrid-Hromadka Variation	118006	9896	85605	r1bqk2r/pppp1ppp/2n2n2/4p3/1bB1P3/2NP4/PPP1NPPP/R1BQK2R b KQkq - 4 5	1 e4 e5 2 Bc4 Nf6 3 d3 Nc6 4 Nc3 Bb4 5 Ne2
King's Pawn-King's Bishop Opening-Berlin Defence-Ponziani Gambit	1264450	79773	959105	rnbqkb1r/pppp1ppp/5n2/4p3/2BPP3/8/PPP2PPP/RNBQK1NR b KQkq - 0 3	1 e4 e5 2 Bc4 Nf6 3 d4
King's Pawn-King's Bishop Opening-Berlin Defence-Warsaw Gambit	62858	3840	56525	rnbqkb1r/pppp1ppp/5n2/8/2BpP3/2P5/PP3PPP/RNBQK1NR b KQkq - 0 4	1 e4 e5 2 Bc4 Nf6 3 d4 exd4 4 c3
King's Pawn-King's Bishop Opening-Berlin Defence-Urusov Gambit	457522	30421	364736	rnbqkb1r/pppp1ppp/5n2/8/2BpP3/5N2/PPP2PPP/RNBQK2R b KQkq - 1 4	1 e4 e5 2 Bc4 Nf6 3 d4 exd4 4 Nf3
